Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008
"06037183103","14000US06037183103","Census Tract 1831.03","Census Tract 1831.03, Los Angeles County, California","ca","140","00","ACSSF","0004230",,,,,"06","037",,,,"183103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008,659,618,973,440,215,50,53,21.91,20.55,32.35,14.63,7.15,1.66,1.76
"06037183104","14000US06037183104","Census Tract 1831.04","Census Tract 1831.04, Los Angeles County, California","ca","140","00","ACSSF","0004231",,,,,"06","037",,,,"183104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,307,334,433,344,171,72,46,17.98,19.57,25.37,20.15,10.02,4.22,2.69
"06037183220","14000US06037183220","Census Tract 1832.20","Census Tract 1832.20, Los Angeles County, California","ca","140","00","ACSSF","0004232",,,,,"06","037",,,,"183220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063,822,711,921,417,133,19,40,26.84,23.21,30.07,13.61,4.34,0.62,1.31
"06037183221","14000US06037183221","Census Tract 1832.21","Census Tract 1832.21, Los Angeles County, California","ca","140","00","ACSSF","0004233",,,,,"06","037",,,,"183221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485,507,498,680,476,223,95,6,20.4,20.04,27.36,19.15,8.97,3.82,0.24
"06037183222","14000US06037183222","Census Tract 1832.22","Census Tract 1832.22, Los Angeles County, California","ca","140","00","ACSSF","0004234",,,,,"06","037",,,,"183222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,364,411,617,921,329,65,28,13.31,15.03,22.56,33.67,12.03,2.38,1.02
"06037183300","14000US06037183300","Census Tract 1833","Census Tract 1833, Los Angeles County, California","ca","140","00","ACSSF","0004235",,,,,"06","037",,,,"183300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,545,643,729,671,67,30,0,20.3,23.95,27.15,24.99,2.5,1.12,0
"06037183401","14000US06037183401","Census Tract 1834.01","Census Tract 1834.01, Los Angeles County, California","ca","140","00","ACSSF","0004236",,,,,"06","037",,,,"183401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809,444,435,292,408,137,69,24,24.54,24.05,16.14,22.55,7.57,3.81,1.33
"06037183402","14000US06037183402","Census Tract 1834.02","Census Tract 1834.02, Los Angeles County, California","ca","140","00","ACSSF","0004237",,,,,"06","037",,,,"183402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927,348,341,557,536,88,27,30,18.06,17.7,28.91,27.82,4.57,1.4,1.56
"06037183510","14000US06037183510","Census Tract 1835.10","Census Tract 1835.10, Los Angeles County, California","ca","140","00","ACSSF","0004238",,,,,"06","037",,,,"183510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,491,393,573,316,121,12,20,25.49,20.4,29.75,16.41,6.28,0.62,1.04
"06037183520","14000US06037183520","Census Tract 1835.20","Census Tract 1835.20, Los Angeles County, California","ca","140","00","ACSSF","0004239",,,,,"06","037",,,,"183520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423,850,482,580,320,106,46,39,35.08,19.89,23.94,13.21,4.37,1.9,1.61
"06037183610","14000US06037183610","Census Tract 1836.10","Census Tract 1836.10, Los Angeles County, California","ca","140","00","ACSSF","0004240",,,,,"06","037",,,,"183610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,743,371,539,418,127,33,0,33.3,16.63,24.16,18.74,5.69,1.48,0
"06037183620","14000US06037183620","Census Tract 1836.20","Census Tract 1836.20, Los Angeles County, California","ca","140","00","ACSSF","0004241",,,,,"06","037",,,,"183620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089,543,556,460,366,119,31,14,25.99,26.62,22.02,17.52,5.7,1.48,0.67
"06037183701","14000US06037183701","Census Tract 1837.01","Census Tract 1837.01, Los Angeles County, California","ca","140","00","ACSSF","0004242",,,,,"06","037",,,,"183701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,719,590,558,648,184,70,55,25.46,20.89,19.76,22.95,6.52,2.48,1.95
"06037183702","14000US06037183702","Census Tract 1837.02","Census Tract 1837.02, Los Angeles County, California","ca","140","00","ACSSF","0004243",,,,,"06","037",,,,"183702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,280,484,438,505,228,56,17,13.94,24.1,21.81,25.15,11.35,2.79,0.85
"06037183810","14000US06037183810","Census Tract 1838.10","Census Tract 1838.10, Los Angeles County, California","ca","140","00","ACSSF","0004244",,,,,"06","037",,,,"183810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793,906,584,509,559,218,17,0,32.44,20.91,18.22,20.01,7.81,0.61,0
"06037183820","14000US06037183820","Census Tract 1838.20","Census Tract 1838.20, Los Angeles County, California","ca","140","00","ACSSF","0004245",,,,,"06","037",,,,"183820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288,685,621,599,289,86,8,0,29.94,27.14,26.18,12.63,3.76,0.35,0
"06037185100","14000US06037185100","Census Tract 1851","Census Tract 1851, Los Angeles County, California","ca","140","00","ACSSF","0004246",,,,,"06","037",,,,"185100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979,884,913,1026,1219,618,246,73,17.75,18.34,20.61,24.48,12.41,4.94,1.47
"06037185202","14000US06037185202","Census Tract 1852.02","Census Tract 1852.02, Los Angeles County, California","ca","140","00","ACSSF","0004247",,,,,"06","037",,,,"185202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,467,344,687,774,357,51,45,17.14,12.62,25.21,28.4,13.1,1.87,1.65
"06037185203","14000US06037185203","Census Tract 1852.03","Census Tract 1852.03, Los Angeles County, California","ca","140","00","ACSSF","0004248",,,,,"06","037",,,,"185203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,925,540,382,472,79,14,16,38.1,22.24,15.73,19.44,3.25,0.58,0.66
"06037185204","14000US06037185204","Census Tract 1852.04","Census Tract 1852.04, Los Angeles County, California","ca","140","00","ACSSF","0004249",,,,,"06","037",,,,"185204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,180,196,323,502,169,107,57,11.73,12.78,21.06,32.72,11.02,6.98,3.72
"06037185310","14000US06037185310","Census Tract 1853.10","Census Tract 1853.10, Los Angeles County, California","ca","140","00","ACSSF","0004250",,,,,"06","037",,,,"185310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,827,479,408,327,26,13,0,39.76,23.03,19.62,15.72,1.25,0.62,0
"06037185320","14000US06037185320","Census Tract 1853.20","Census Tract 1853.20, Los Angeles County, California","ca","140","00","ACSSF","0004251",,,,,"06","037",,,,"185320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,898,434,328,222,68,28,7,45.24,21.86,16.52,11.18,3.43,1.41,0.35
"06037186100","14000US06037186100","Census Tract 1861","Census Tract 1861, Los Angeles County, California","ca","140","00","ACSSF","0004252",,,,,"06","037",,,,"186100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723,356,583,985,1304,286,153,56,9.56,15.66,26.46,35.03,7.68,4.11,1.5
"06037186201","14000US06037186201","Census Tract 1862.01","Census Tract 1862.01, Los Angeles County, California","ca","140","00","ACSSF","0004253",,,,,"06","037",,,,"186201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,439,417,736,609,70,52,17,18.76,17.82,31.45,26.03,2.99,2.22,0.73
"06037186202","14000US06037186202","Census Tract 1862.02","Census Tract 1862.02, Los Angeles County, California","ca","140","00","ACSSF","0004254",,,,,"06","037",,,,"186202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,104,223,357,456,173,13,25,7.7,16.51,26.42,33.75,12.81,0.96,1.85
"06037186203","14000US06037186203","Census Tract 1862.03","Census Tract 1862.03, Los Angeles County, California","ca","140","00","ACSSF","0004255",,,,,"06","037",,,,"186203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,252,348,581,858,298,143,72,9.87,13.64,22.77,33.62,11.68,5.6,2.82
"06037186301","14000US06037186301","Census Tract 1863.01","Census Tract 1863.01, Los Angeles County, California","ca","140","00","ACSSF","0004256",,,,,"06","037",,,,"186301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,582,360,424,451,95,49,10,29.53,18.26,21.51,22.88,4.82,2.49,0.51
"06037186302","14000US06037186302","Census Tract 1863.02","Census Tract 1863.02, Los Angeles County, California","ca","140","00","ACSSF","0004257",,,,,"06","037",,,,"186302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867,674,836,967,940,362,55,33,17.43,21.62,25.01,24.31,9.36,1.42,0.85
"06037186401","14000US06037186401","Census Tract 1864.01","Census Tract 1864.01, Los Angeles County, California","ca","140","00","ACSSF","0004258",,,,,"06","037",,,,"186401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,769,555,399,311,93,8,5,35.93,25.93,18.64,14.53,4.35,0.37,0.23
"06037186403","14000US06037186403","Census Tract 1864.03","Census Tract 1864.03, Los Angeles County, California","ca","140","00","ACSSF","0004259",,,,,"06","037",,,,"186403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926,576,352,467,407,79,38,7,29.91,18.28,24.25,21.13,4.1,1.97,0.36
"06037186404","14000US06037186404","Census Tract 1864.04","Census Tract 1864.04, Los Angeles County, California","ca","140","00","ACSSF","0004260",,,,,"06","037",,,,"186404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,410,394,512,297,71,22,21,23.74,22.81,29.65,17.2,4.11,1.27,1.22
"06037187101","14000US06037187101","Census Tract 1871.01","Census Tract 1871.01, Los Angeles County, California","ca","140","00","ACSSF","0004261",,,,,"06","037",,,,"187101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,510,408,713,906,83,42,73,18.65,14.92,26.07,33.13,3.03,1.54,2.67
"06037187102","14000US06037187102","Census Tract 1871.02","Census Tract 1871.02, Los Angeles County, California","ca","140","00","ACSSF","0004262",,,,,"06","037",,,,"187102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842,610,386,767,853,174,40,12,21.46,13.58,26.99,30.01,6.12,1.41,0.42
"06037187200","14000US06037187200","Census Tract 1872","Census Tract 1872, Los Angeles County, California","ca","140","00","ACSSF","0004263",,,,,"06","037",,,,"187200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,595,431,534,462,72,10,22,27.99,20.27,25.12,21.73,3.39,0.47,1.03
"06037187300","14000US06037187300","Census Tract 1873","Census Tract 1873, Los Angeles County, California","ca","140","00","ACSSF","0004264",,,,,"06","037",,,,"187300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831,112,299,628,1119,289,206,178,3.96,10.56,22.18,39.53,10.21,7.28,6.29
"06037188100","14000US06037188100","Census Tract 1881","Census Tract 1881, Los Angeles County, California","ca","140","00","ACSSF","0004265",,,,,"06","037",,,,"188100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034,561,542,725,823,300,60,23,18.49,17.86,23.9,27.13,9.89,1.98,0.76
"06037188201","14000US06037188201","Census Tract 1882.01","Census Tract 1882.01, Los Angeles County, California","ca","140","00","ACSSF","0004266",,,,,"06","037",,,,"188201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843,63,119,695,1309,460,150,47,2.22,4.19,24.45,46.04,16.18,5.28,1.65
"06037188202","14000US06037188202","Census Tract 1882.02","Census Tract 1882.02, Los Angeles County, California","ca","140","00","ACSSF","0004267",,,,,"06","037",,,,"188202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,50,140,423,814,324,173,100,2.47,6.92,20.9,40.22,16.01,8.55,4.94
"06037188300","14000US06037188300","Census Tract 1883","Census Tract 1883, Los Angeles County, California","ca","140","00","ACSSF","0004268",,,,,"06","037",,,,"188300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3023,335,437,769,950,351,127,54,11.08,14.46,25.44,31.43,11.61,4.2,1.79
"06037189101","14000US06037189101","Census Tract 1891.01","Census Tract 1891.01, Los Angeles County, California","ca","140","00","ACSSF","0004269",,,,,"06","037",,,,"189101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,97,224,358,927,322,124,89,4.53,10.46,16.72,43.3,15.04,5.79,4.16
"06037189102","14000US06037189102","Census Tract 1891.02","Census Tract 1891.02, Los Angeles County, California","ca","140","00","ACSSF","0004270",,,,,"06","037",,,,"189102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,62,272,545,1252,507,105,78,2.2,9.64,19.32,44.38,17.97,3.72,2.76
"06037189201","14000US06037189201","Census Tract 1892.01","Census Tract 1892.01, Los Angeles County, California","ca","140","00","ACSSF","0004271",,,,,"06","037",,,,"189201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,266,251,634,1102,419,71,7,9.67,9.13,23.05,40.07,15.24,2.58,0.25
"06037189202","14000US06037189202","Census Tract 1892.02","Census Tract 1892.02, Los Angeles County, California","ca","140","00","ACSSF","0004272",,,,,"06","037",,,,"189202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,72,130,332,794,360,214,100,3.6,6.49,16.58,39.66,17.98,10.69,5
"06037189300","14000US06037189300","Census Tract 1893","Census Tract 1893, Los Angeles County, California","ca","140","00","ACSSF","0004273",,,,,"06","037",,,,"189300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423,120,166,428,864,472,288,85,4.95,6.85,17.66,35.66,19.48,11.89,3.51
"06037189400","14000US06037189400","Census Tract 1894","Census Tract 1894, Los Angeles County, California","ca","140","00","ACSSF","0004274",,,,,"06","037",,,,"189400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,24,83,619,1140,411,328,8,0.92,3.18,23.69,43.63,15.73,12.55,0.31
"06037189500","14000US06037189500","Census Tract 1895","Census Tract 1895, Los Angeles County, California","ca","140","00","ACSSF","0004275",,,,,"06","037",,,,"189500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791,206,376,847,1551,489,110,212,5.43,9.92,22.34,40.91,12.9,2.9,5.59
"06037189600","14000US06037189600","Census Tract 1896","Census Tract 1896, Los Angeles County, California","ca","140","00","ACSSF","0004276",,,,,"06","037",,,,"189600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373,200,321,702,1472,432,195,51,5.93,9.52,20.81,43.64,12.81,5.78,1.51
"06037189701","14000US06037189701","Census Tract 1897.01","Census Tract 1897.01, Los Angeles County, California","ca","140","00","ACSSF","0004277",,,,,"06","037",,,,"189701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,124,128,541,996,438,266,82,4.82,4.97,21.01,38.68,17.01,10.33,3.18
"06037189702","14000US06037189702","Census Tract 1897.02","Census Tract 1897.02, Los Angeles County, California","ca","140","00","ACSSF","0004278",,,,,"06","037",,,,"189702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,49,233,488,768,313,56,57,2.49,11.86,24.85,39.1,15.94,2.85,2.9
"06037189800","14000US06037189800","Census Tract 1898","Census Tract 1898, Los Angeles County, California","ca","140","00","ACSSF","0004279",,,,,"06","037",,,,"189800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335,0,441,970,1262,409,153,100,0,13.22,29.09,37.84,12.26,4.59,3
"06037189902","14000US06037189902","Census Tract 1899.02","Census Tract 1899.02, Los Angeles County, California","ca","140","00","ACSSF","0004280",,,,,"06","037",,,,"189902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4688,205,464,980,2268,553,184,34,4.37,9.9,20.9,48.38,11.8,3.92,0.73
"06037189903","14000US06037189903","Census Tract 1899.03","Census Tract 1899.03, Los Angeles County, California","ca","140","00","ACSSF","0004281",,,,,"06","037",,,,"189903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,88,137,534,804,260,92,10,4.57,7.12,27.74,41.77,13.51,4.78,0.52
