Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008
"06037101110","14000US06037101110","Census Tract 1011.10","Census Tract 1011.10, Los Angeles County, California","ca","140","00","ACSSF","0003871",,,,,"06","037",,,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118,473,750,1166,486,120,63,60,15.17,24.05,37.4,15.59,3.85,2.02,1.92
"06037101122","14000US06037101122","Census Tract 1011.22","Census Tract 1011.22, Los Angeles County, California","ca","140","00","ACSSF","0003872",,,,,"06","037",,,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687,164,727,923,511,257,0,105,6.1,27.06,34.35,19.02,9.56,0,3.91
"06037101210","14000US06037101210","Census Tract 1012.10","Census Tract 1012.10, Los Angeles County, California","ca","140","00","ACSSF","0003873",,,,,"06","037",,,,"101210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216,677,996,1564,694,207,34,44,16.06,23.62,37.1,16.46,4.91,0.81,1.04
"06037101220","14000US06037101220","Census Tract 1012.20","Census Tract 1012.20, Los Angeles County, California","ca","140","00","ACSSF","0003874",,,,,"06","037",,,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646,527,724,774,404,170,20,27,19.92,27.36,29.25,15.27,6.42,0.76,1.02
"06037101300","14000US06037101300","Census Tract 1013","Census Tract 1013, Los Angeles County, California","ca","140","00","ACSSF","0003875",,,,,"06","037",,,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,334,852,1058,519,342,109,49,10.24,26.11,32.42,15.91,10.48,3.34,1.5
"06037101400","14000US06037101400","Census Tract 1014","Census Tract 1014, Los Angeles County, California","ca","140","00","ACSSF","0003876",,,,,"06","037",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645,238,587,999,552,158,96,15,9,22.19,37.77,20.87,5.97,3.63,0.57
"06037102103","14000US06037102103","Census Tract 1021.03","Census Tract 1021.03, Los Angeles County, California","ca","140","00","ACSSF","0003877",,,,,"06","037",,,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,72,391,378,410,67,0,60,5.22,28.37,27.43,29.75,4.86,0,4.35
"06037102104","14000US06037102104","Census Tract 1021.04","Census Tract 1021.04, Los Angeles County, California","ca","140","00","ACSSF","0003878",,,,,"06","037",,,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,280,540,898,675,303,39,17,10.17,19.62,32.63,24.53,11.01,1.42,0.62
"06037102105","14000US06037102105","Census Tract 1021.05","Census Tract 1021.05, Los Angeles County, California","ca","140","00","ACSSF","0003879",,,,,"06","037",,,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,278,345,397,294,41,12,6,20.25,25.13,28.91,21.41,2.99,0.87,0.44
"06037102107","14000US06037102107","Census Tract 1021.07","Census Tract 1021.07, Los Angeles County, California","ca","140","00","ACSSF","0003880",,,,,"06","037",,,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280,339,701,982,903,269,65,21,10.34,21.37,29.94,27.53,8.2,1.98,0.64
"06037103101","14000US06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","ca","140","00","ACSSF","0003881",,,,,"06","037",,,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831,244,344,530,480,185,32,16,13.33,18.79,28.95,26.22,10.1,1.75,0.87
"06037103102","14000US06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0003882",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659,697,1001,1016,687,238,20,0,19.05,27.36,27.77,18.78,6.5,0.55,0
"06037103200","14000US06037103200","Census Tract 1032","Census Tract 1032, Los Angeles County, California","ca","140","00","ACSSF","0003883",,,,,"06","037",,,,"103200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859,612,1382,1627,905,193,36,104,12.6,28.44,33.48,18.63,3.97,0.74,2.14
"06037103300","14000US06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0003884",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760,81,501,874,974,137,182,11,2.93,18.15,31.67,35.29,4.96,6.59,0.4
"06037103400","14000US06037103400","Census Tract 1034","Census Tract 1034, Los Angeles County, California","ca","140","00","ACSSF","0003885",,,,,"06","037",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161,604,875,2048,1006,459,169,0,11.7,16.95,39.68,19.49,8.89,3.27,0
"06037104103","14000US06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0003886",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344,619,658,613,331,105,0,18,26.41,28.07,26.15,14.12,4.48,0,0.77
"06037104105","14000US06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0003887",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743,1385,742,881,535,111,54,35,37,19.82,23.54,14.29,2.97,1.44,0.94
"06037104108","14000US06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0003888",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704,1453,847,904,366,114,8,12,39.23,22.87,24.41,9.88,3.08,0.22,0.32
"06037104124","14000US06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0003889",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,492,630,603,597,264,65,27,18.37,23.53,22.52,22.29,9.86,2.43,1.01
"06037104201","14000US06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0003890",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,1253,991,487,161,28,0,0,42.91,33.94,16.68,5.51,0.96,0,0
"06037104203","14000US06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0003891",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324,1484,920,674,216,20,0,10,44.65,27.68,20.28,6.5,0.6,0,0.3
"06037104204","14000US06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0003892",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429,949,821,402,204,40,0,13,39.07,33.8,16.55,8.4,1.65,0,0.54
"06037104310","14000US06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0003893",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921,1330,989,438,150,5,9,0,45.53,33.86,14.99,5.14,0.17,0.31,0
"06037104320","14000US06037104320","Census Tract 1043.20","Census Tract 1043.20, Los Angeles County, California","ca","140","00","ACSSF","0003894",,,,,"06","037",,,,"104320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,1612,1002,484,247,115,0,25,46.26,28.75,13.89,7.09,3.3,0,0.72
"06037104401","14000US06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0003895",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,945,712,353,79,4,18,0,44.77,33.73,16.72,3.74,0.19,0.85,0
"06037104403","14000US06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0003896",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268,827,799,510,125,7,0,0,36.46,35.23,22.49,5.51,0.31,0,0
"06037104404","14000US06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0003897",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869,903,471,383,67,43,2,0,48.31,25.2,20.49,3.58,2.3,0.11,0
"06037104500","14000US06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0003898",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,962,390,389,225,8,0,0,48.73,19.76,19.71,11.4,0.41,0,0
"06037104610","14000US06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0003899",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,1089,644,388,53,7,0,5,49.82,29.46,17.75,2.42,0.32,0,0.23
"06037104620","14000US06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0003900",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,1140,661,276,166,0,0,0,50.82,29.47,12.3,7.4,0,0,0
"06037104701","14000US06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0003901",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,1403,493,333,92,2,9,0,60.16,21.14,14.28,3.95,0.09,0.39,0
"06037104703","14000US06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0003902",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,608,356,145,93,13,4,0,49.88,29.2,11.89,7.63,1.07,0.33,0
"06037104704","14000US06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0003903",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,652,892,549,254,19,12,0,27.42,37.51,23.09,10.68,0.8,0.5,0
"06037104810","14000US06037104810","Census Tract 1048.10","Census Tract 1048.10, Los Angeles County, California","ca","140","00","ACSSF","0003904",,,,,"06","037",,,,"104810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555,1973,767,556,191,23,35,10,55.5,21.58,15.64,5.37,0.65,0.98,0.28
"06037104821","14000US06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0003905",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156,810,740,394,156,49,7,0,37.57,34.32,18.27,7.24,2.27,0.32,0
"06037104822","14000US06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0003906",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724,938,387,303,71,25,0,0,54.41,22.45,17.58,4.12,1.45,0,0
"06037106010","14000US06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0003907",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184,352,527,760,358,142,18,27,16.12,24.13,34.8,16.39,6.5,0.82,1.24
"06037106020","14000US06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0003908",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002,1052,1023,1018,566,261,44,38,26.29,25.56,25.44,14.14,6.52,1.1,0.95
"06037106111","14000US06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0003909",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,499,659,946,611,234,106,39,16.13,21.3,30.58,19.75,7.56,3.43,1.26
"06037106112","14000US06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0003910",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3781,708,1039,1049,655,196,93,41,18.73,27.48,27.74,17.32,5.18,2.46,1.08
"06037106113","14000US06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0003911",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,638,829,566,359,114,27,12,25.07,32.57,22.24,14.11,4.48,1.06,0.47
"06037106114","14000US06037106114","Census Tract 1061.14","Census Tract 1061.14, Los Angeles County, California","ca","140","00","ACSSF","0003912",,,,,"06","037",,,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520,1334,1014,779,306,44,43,0,37.9,28.81,22.13,8.69,1.25,1.22,0
"06037106403","14000US06037106403","Census Tract 1064.03","Census Tract 1064.03, Los Angeles County, California","ca","140","00","ACSSF","0003913",,,,,"06","037",,,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320,1172,561,389,188,10,0,0,50.52,24.18,16.77,8.1,0.43,0,0
"06037106405","14000US06037106405","Census Tract 1064.05","Census Tract 1064.05, Los Angeles County, California","ca","140","00","ACSSF","0003914",,,,,"06","037",,,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942,1111,950,627,178,76,0,0,37.76,32.29,21.31,6.05,2.58,0,0
"06037106406","14000US06037106406","Census Tract 1064.06","Census Tract 1064.06, Los Angeles County, California","ca","140","00","ACSSF","0003915",,,,,"06","037",,,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051,1135,1256,865,560,185,29,21,28.02,31,21.35,13.82,4.57,0.72,0.52
"06037106407","14000US06037106407","Census Tract 1064.07","Census Tract 1064.07, Los Angeles County, California","ca","140","00","ACSSF","0003916",,,,,"06","037",,,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,794,514,343,178,38,0,5,42.41,27.46,18.32,9.51,2.03,0,0.27
"06037106408","14000US06037106408","Census Tract 1064.08","Census Tract 1064.08, Los Angeles County, California","ca","140","00","ACSSF","0003917",,,,,"06","037",,,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,553,845,564,191,9,0,7,25.5,38.96,26,8.81,0.41,0,0.32
"06037106510","14000US06037106510","Census Tract 1065.10","Census Tract 1065.10, Los Angeles County, California","ca","140","00","ACSSF","0003918",,,,,"06","037",,,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621,757,765,1130,751,153,38,27,20.91,21.13,31.21,20.74,4.23,1.05,0.75
"06037106520","14000US06037106520","Census Tract 1065.20","Census Tract 1065.20, Los Angeles County, California","ca","140","00","ACSSF","0003919",,,,,"06","037",,,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4022,1406,1376,954,224,62,0,0,34.96,34.21,23.72,5.57,1.54,0,0
"06037106603","14000US06037106603","Census Tract 1066.03","Census Tract 1066.03, Los Angeles County, California","ca","140","00","ACSSF","0003920",,,,,"06","037",,,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,181,279,599,856,244,98,39,7.88,12.15,26.09,37.28,10.63,4.27,1.7
"06037106604","14000US06037106604","Census Tract 1066.04","Census Tract 1066.04, Los Angeles County, California","ca","140","00","ACSSF","0003921",,,,,"06","037",,,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,1172,877,714,450,34,0,0,36.09,27.01,21.99,13.86,1.05,0,0
"06037106641","14000US06037106641","Census Tract 1066.41","Census Tract 1066.41, Los Angeles County, California","ca","140","00","ACSSF","0003922",,,,,"06","037",,,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738,163,250,425,613,178,64,45,9.38,14.38,24.45,35.27,10.24,3.68,2.59
"06037106642","14000US06037106642","Census Tract 1066.42","Census Tract 1066.42, Los Angeles County, California","ca","140","00","ACSSF","0003923",,,,,"06","037",,,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159,108,332,826,536,248,48,61,5,15.38,38.26,24.83,11.49,2.22,2.83
"06037106643","14000US06037106643","Census Tract 1066.43","Census Tract 1066.43, Los Angeles County, California","ca","140","00","ACSSF","0003924",,,,,"06","037",,,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,289,323,848,976,563,148,106,8.88,9.93,26.07,30,17.31,4.55,3.26
"06037106645","14000US06037106645","Census Tract 1066.45","Census Tract 1066.45, Los Angeles County, California","ca","140","00","ACSSF","0003925",,,,,"06","037",,,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617,192,590,729,783,197,97,29,7.34,22.54,27.86,29.92,7.53,3.71,1.11
"06037106646","14000US06037106646","Census Tract 1066.46","Census Tract 1066.46, Los Angeles County, California","ca","140","00","ACSSF","0003926",,,,,"06","037",,,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401,229,462,798,578,283,47,4,9.54,19.24,33.24,24.07,11.79,1.96,0.17
"06037106648","14000US06037106648","Census Tract 1066.48","Census Tract 1066.48, Los Angeles County, California","ca","140","00","ACSSF","0003927",,,,,"06","037",,,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577,1087,747,529,165,0,49,0,42.18,28.99,20.53,6.4,0,1.9,0
"06037106649","14000US06037106649","Census Tract 1066.49","Census Tract 1066.49, Los Angeles County, California","ca","140","00","ACSSF","0003928",,,,,"06","037",,,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,446,448,349,354,96,30,8,25.77,25.88,20.16,20.45,5.55,1.73,0.46
"06037107010","14000US06037107010","Census Tract 1070.10","Census Tract 1070.10, Los Angeles County, California","ca","140","00","ACSSF","0003929",,,,,"06","037",,,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,773,525,512,130,32,0,4,39.12,26.57,25.91,6.58,1.62,0,0.2
"06037107020","14000US06037107020","Census Tract 1070.20","Census Tract 1070.20, Los Angeles County, California","ca","140","00","ACSSF","0003930",,,,,"06","037",,,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031,968,723,767,360,172,16,25,31.94,23.85,25.31,11.88,5.67,0.53,0.82
"06037108101","14000US06037108101","Census Tract 1081.01","Census Tract 1081.01, Los Angeles County, California","ca","140","00","ACSSF","0003931",,,,,"06","037",,,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,185,243,559,467,201,106,65,10.13,13.31,30.61,25.58,11.01,5.81,3.56
"06037108102","14000US06037108102","Census Tract 1081.02","Census Tract 1081.02, Los Angeles County, California","ca","140","00","ACSSF","0003932",,,,,"06","037",,,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,201,246,493,1061,397,158,66,7.67,9.38,18.8,40.47,15.14,6.03,2.52
"06037108103","14000US06037108103","Census Tract 1081.03","Census Tract 1081.03, Los Angeles County, California","ca","140","00","ACSSF","0003933",,,,,"06","037",,,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442,142,436,546,663,338,198,119,5.81,17.85,22.36,27.15,13.84,8.11,4.87
"06037108104","14000US06037108104","Census Tract 1081.04","Census Tract 1081.04, Los Angeles County, California","ca","140","00","ACSSF","0003934",,,,,"06","037",,,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,60,209,271,312,213,113,62,4.84,16.85,21.85,25.16,17.18,9.11,5
"06037108201","14000US06037108201","Census Tract 1082.01","Census Tract 1082.01, Los Angeles County, California","ca","140","00","ACSSF","0003935",,,,,"06","037",,,,"108201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025,158,463,784,1663,604,294,59,3.93,11.5,19.48,41.32,15.01,7.3,1.47
"06037108202","14000US06037108202","Census Tract 1082.02","Census Tract 1082.02, Los Angeles County, California","ca","140","00","ACSSF","0003936",,,,,"06","037",,,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,361,705,900,1754,987,474,119,6.81,13.3,16.98,33.09,18.62,8.94,2.25
"06037109100","14000US06037109100","Census Tract 1091","Census Tract 1091, Los Angeles County, California","ca","140","00","ACSSF","0003937",,,,,"06","037",,,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,460,591,673,192,71,19,6,22.86,29.37,33.45,9.54,3.53,0.94,0.3
"06037109200","14000US06037109200","Census Tract 1092","Census Tract 1092, Los Angeles County, California","ca","140","00","ACSSF","0003938",,,,,"06","037",,,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,168,461,482,618,245,17,16,8.37,22.97,24.02,30.79,12.21,0.85,0.8
"06037109300","14000US06037109300","Census Tract 1093","Census Tract 1093, Los Angeles County, California","ca","140","00","ACSSF","0003939",,,,,"06","037",,,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278,202,666,705,460,217,19,9,8.87,29.24,30.95,20.19,9.53,0.83,0.4
"06037109400","14000US06037109400","Census Tract 1094","Census Tract 1094, Los Angeles County, California","ca","140","00","ACSSF","0003940",,,,,"06","037",,,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746,640,821,794,450,16,25,0,23.31,29.9,28.91,16.39,0.58,0.91,0
"06037109500","14000US06037109500","Census Tract 1095","Census Tract 1095, Los Angeles County, California","ca","140","00","ACSSF","0003941",,,,,"06","037",,,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792,1286,784,529,165,28,0,0,46.06,28.08,18.95,5.91,1,0,0
"06037109601","14000US06037109601","Census Tract 1096.01","Census Tract 1096.01, Los Angeles County, California","ca","140","00","ACSSF","0003942",,,,,"06","037",,,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291,660,936,1116,480,61,38,0,20.05,28.44,33.91,14.59,1.85,1.15,0
"06037109603","14000US06037109603","Census Tract 1096.03","Census Tract 1096.03, Los Angeles County, California","ca","140","00","ACSSF","0003943",,,,,"06","037",,,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897,687,775,764,488,118,55,10,23.71,26.75,26.37,16.85,4.07,1.9,0.35
"06037109604","14000US06037109604","Census Tract 1096.04","Census Tract 1096.04, Los Angeles County, California","ca","140","00","ACSSF","0003944",,,,,"06","037",,,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,246,625,850,265,176,13,0,11.31,28.74,39.08,12.18,8.09,0.6,0
"06037109700","14000US06037109700","Census Tract 1097","Census Tract 1097, Los Angeles County, California","ca","140","00","ACSSF","0003945",,,,,"06","037",,,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283,287,707,918,985,232,83,71,8.74,21.54,27.96,30,7.07,2.53,2.16
"06037109800","14000US06037109800","Census Tract 1098","Census Tract 1098, Los Angeles County, California","ca","140","00","ACSSF","0003946",,,,,"06","037",,,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739,563,1075,1099,722,152,106,22,15.06,28.75,29.39,19.31,4.07,2.83,0.59
"06037111100","14000US06037111100","Census Tract 1111","Census Tract 1111, Los Angeles County, California","ca","140","00","ACSSF","0003947",,,,,"06","037",,,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188,388,452,696,499,142,11,0,17.73,20.66,31.81,22.81,6.49,0.5,0
"06037111201","14000US06037111201","Census Tract 1112.01","Census Tract 1112.01, Los Angeles County, California","ca","140","00","ACSSF","0003948",,,,,"06","037",,,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,312,466,803,703,273,54,67,11.65,17.4,29.99,26.25,10.19,2.02,2.5
"06037111202","14000US06037111202","Census Tract 1112.02","Census Tract 1112.02, Los Angeles County, California","ca","140","00","ACSSF","0003949",,,,,"06","037",,,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499,341,949,978,827,331,47,26,9.75,27.12,27.95,23.64,9.46,1.34,0.74
"06037111204","14000US06037111204","Census Tract 1112.04","Census Tract 1112.04, Los Angeles County, California","ca","140","00","ACSSF","0003950",,,,,"06","037",,,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538,297,518,1158,1633,576,299,57,6.54,11.41,25.52,35.99,12.69,6.59,1.26
"06037111205","14000US06037111205","Census Tract 1112.05","Census Tract 1112.05, Los Angeles County, California","ca","140","00","ACSSF","0003951",,,,,"06","037",,,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607,94,256,935,789,361,96,76,3.61,9.82,35.86,30.26,13.85,3.68,2.92
"06037111206","14000US06037111206","Census Tract 1112.06","Census Tract 1112.06, Los Angeles County, California","ca","140","00","ACSSF","0003952",,,,,"06","037",,,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309,203,721,1060,775,384,101,65,6.13,21.79,32.03,23.42,11.6,3.05,1.96
"06037111301","14000US06037111301","Census Tract 1113.01","Census Tract 1113.01, Los Angeles County, California","ca","140","00","ACSSF","0003953",,,,,"06","037",,,,"111301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4974,668,921,1687,1041,442,107,108,13.43,18.52,33.92,20.93,8.89,2.15,2.17
"06037111302","14000US06037111302","Census Tract 1113.02","Census Tract 1113.02, Los Angeles County, California","ca","140","00","ACSSF","0003954",,,,,"06","037",,,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565,257,759,1065,1015,271,130,68,7.21,21.29,29.87,28.47,7.6,3.65,1.91
