Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003
"06037195720","14000US06037195720","Census Tract 1957.20","Census Tract 1957.20, Los Angeles County, California","ca","140","00","ACSSF","0004341",,,,,"06","037",,,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,17925.03,0.111575806528833
"06037195802","14000US06037195802","Census Tract 1958.02","Census Tract 1958.02, Los Angeles County, California","ca","140","00","ACSSF","0004342",,,,,"06","037",,,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691,17314.93,0.155415005783811
"06037195803","14000US06037195803","Census Tract 1958.03","Census Tract 1958.03, Los Angeles County, California","ca","140","00","ACSSF","0004343",,,,,"06","037",,,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634,18076.77,0.145711872024117
"06037195804","14000US06037195804","Census Tract 1958.04","Census Tract 1958.04, Los Angeles County, California","ca","140","00","ACSSF","0004344",,,,,"06","037",,,,"195804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533,19533.55,0.129674345981526
"06037195901","14000US06037195901","Census Tract 1959.01","Census Tract 1959.01, Los Angeles County, California","ca","140","00","ACSSF","0004345",,,,,"06","037",,,,"195901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,19918.26,0.112309014559141
"06037195902","14000US06037195902","Census Tract 1959.02","Census Tract 1959.02, Los Angeles County, California","ca","140","00","ACSSF","0004346",,,,,"06","037",,,,"195902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,14560.1,0.128021056468215
"06037195903","14000US06037195903","Census Tract 1959.03","Census Tract 1959.03, Los Angeles County, California","ca","140","00","ACSSF","0004347",,,,,"06","037",,,,"195903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,21843.95,0.091924750230503
"06037197200","14000US06037197200","Census Tract 1972","Census Tract 1972, Los Angeles County, California","ca","140","00","ACSSF","0004348",,,,,"06","037",,,,"197200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,13605.76,0.287304806045433
"06037197300","14000US06037197300","Census Tract 1973","Census Tract 1973, Los Angeles County, California","ca","140","00","ACSSF","0004349",,,,,"06","037",,,,"197300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052,16040.83,0.252605417476838
"06037197410","14000US06037197410","Census Tract 1974.10","Census Tract 1974.10, Los Angeles County, California","ca","140","00","ACSSF","0004350",,,,,"06","037",,,,"197410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,8050.784,0.537960021436393
"06037197420","14000US06037197420","Census Tract 1974.20","Census Tract 1974.20, Los Angeles County, California","ca","140","00","ACSSF","0004351",,,,,"06","037",,,,"197420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564,14995.18,0.237676390778645
"06037197500","14000US06037197500","Census Tract 1975","Census Tract 1975, Los Angeles County, California","ca","140","00","ACSSF","0004352",,,,,"06","037",,,,"197500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3914,17428.01,0.224580963309483
"06037197600","14000US06037197600","Census Tract 1976","Census Tract 1976, Los Angeles County, California","ca","140","00","ACSSF","0004353",,,,,"06","037",,,,"197600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,14447.37,0.149923474548917
"06037197700","14000US06037197700","Census Tract 1977","Census Tract 1977, Los Angeles County, California","ca","140","00","ACSSF","0004354",,,,,"06","037",,,,"197700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332,19678.55,0.270954923343274
"06037199000","14000US06037199000","Census Tract 1990","Census Tract 1990, Los Angeles County, California","ca","140","00","ACSSF","0004355",,,,,"06","037",,,,"199000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391,9302.494,0.579521990063274
"06037199110","14000US06037199110","Census Tract 1991.10","Census Tract 1991.10, Los Angeles County, California","ca","140","00","ACSSF","0004356",,,,,"06","037",,,,"199110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,7767.308,0.348254509287302
"06037199120","14000US06037199120","Census Tract 1991.20","Census Tract 1991.20, Los Angeles County, California","ca","140","00","ACSSF","0004357",,,,,"06","037",,,,"199120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4511,12387.91,0.364145316503397
"06037199201","14000US06037199201","Census Tract 1992.01","Census Tract 1992.01, Los Angeles County, California","ca","140","00","ACSSF","0004358",,,,,"06","037",,,,"199201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,23986.71,0.152584490738953
"06037199202","14000US06037199202","Census Tract 1992.02","Census Tract 1992.02, Los Angeles County, California","ca","140","00","ACSSF","0004359",,,,,"06","037",,,,"199202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3155,8561.688,0.368502093445993
"06037199300","14000US06037199300","Census Tract 1993","Census Tract 1993, Los Angeles County, California","ca","140","00","ACSSF","0004360",,,,,"06","037",,,,"199300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202,4266.984,0.984770585809664
"06037199400","14000US06037199400","Census Tract 1994","Census Tract 1994, Los Angeles County, California","ca","140","00","ACSSF","0004361",,,,,"06","037",,,,"199400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4759,18397.44,0.258677260280743
"06037199700","14000US06037199700","Census Tract 1997","Census Tract 1997, Los Angeles County, California","ca","140","00","ACSSF","0004362",,,,,"06","037",,,,"199700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063,8465.477,0.361822525818652
"06037199800","14000US06037199800","Census Tract 1998","Census Tract 1998, Los Angeles County, California","ca","140","00","ACSSF","0004363",,,,,"06","037",,,,"199800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828,23177.37,0.25145213028014
"06037199900","14000US06037199900","Census Tract 1999","Census Tract 1999, Los Angeles County, California","ca","140","00","ACSSF","0004364",,,,,"06","037",,,,"199900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692,15738.28,0.171047896747012
"06037201110","14000US06037201110","Census Tract 2011.10","Census Tract 2011.10, Los Angeles County, California","ca","140","00","ACSSF","0004365",,,,,"06","037",,,,"201110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147,5484.405,0.391473628449244
"06037201120","14000US06037201120","Census Tract 2011.20","Census Tract 2011.20, Los Angeles County, California","ca","140","00","ACSSF","0004366",,,,,"06","037",,,,"201120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4144,13548.78,0.30585778775809
"06037201200","14000US06037201200","Census Tract 2012","Census Tract 2012, Los Angeles County, California","ca","140","00","ACSSF","0004367",,,,,"06","037",,,,"201200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2893,16995.57,0.170220865888182
"06037201301","14000US06037201301","Census Tract 2013.01","Census Tract 2013.01, Los Angeles County, California","ca","140","00","ACSSF","0004368",,,,,"06","037",,,,"201301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4498,13449.48,0.334436684648732
"06037201302","14000US06037201302","Census Tract 2013.02","Census Tract 2013.02, Los Angeles County, California","ca","140","00","ACSSF","0004369",,,,,"06","037",,,,"201302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4341,11336.92,0.382908337799248
"06037201401","14000US06037201401","Census Tract 2014.01","Census Tract 2014.01, Los Angeles County, California","ca","140","00","ACSSF","0004370",,,,,"06","037",,,,"201401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4693,9499.659,0.494017732900693
"06037201402","14000US06037201402","Census Tract 2014.02","Census Tract 2014.02, Los Angeles County, California","ca","140","00","ACSSF","0004371",,,,,"06","037",,,,"201402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4995,6664.319,0.749513897361687
"06037201501","14000US06037201501","Census Tract 2015.01","Census Tract 2015.01, Los Angeles County, California","ca","140","00","ACSSF","0004372",,,,,"06","037",,,,"201501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,15640.57,0.343145991409999
"06037201503","14000US06037201503","Census Tract 2015.03","Census Tract 2015.03, Los Angeles County, California","ca","140","00","ACSSF","0004373",,,,,"06","037",,,,"201503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,19830.39,0.169638623808296
"06037201504","14000US06037201504","Census Tract 2015.04","Census Tract 2015.04, Los Angeles County, California","ca","140","00","ACSSF","0004374",,,,,"06","037",,,,"201504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2302,16186.46,0.142217647340451
"06037201601","14000US06037201601","Census Tract 2016.01","Census Tract 2016.01, Los Angeles County, California","ca","140","00","ACSSF","0004375",,,,,"06","037",,,,"201601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,11133.23,0.208654634693288
"06037201602","14000US06037201602","Census Tract 2016.02","Census Tract 2016.02, Los Angeles County, California","ca","140","00","ACSSF","0004376",,,,,"06","037",,,,"201602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960,7193.297,0.41149418452904
"06037201700","14000US06037201700","Census Tract 2017","Census Tract 2017, Los Angeles County, California","ca","140","00","ACSSF","0004377",,,,,"06","037",,,,"201700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514,8426.73,0.654346274963436
"06037203100","14000US06037203100","Census Tract 2031","Census Tract 2031, Los Angeles County, California","ca","140","00","ACSSF","0004378",,,,,"06","037",,,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4498,17719.7,0.253841716641158
"06037203200","14000US06037203200","Census Tract 2032","Census Tract 2032, Los Angeles County, California","ca","140","00","ACSSF","0004379",,,,,"06","037",,,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5695,28586.23,0.199221772456089
"06037203300","14000US06037203300","Census Tract 2033","Census Tract 2033, Los Angeles County, California","ca","140","00","ACSSF","0004380",,,,,"06","037",,,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,3478.801,0.57491077178736
"06037203500","14000US06037203500","Census Tract 2035","Census Tract 2035, Los Angeles County, California","ca","140","00","ACSSF","0004381",,,,,"06","037",,,,"203500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907,4608.726,0.6307600652976
"06037203600","14000US06037203600","Census Tract 2036","Census Tract 2036, Los Angeles County, California","ca","140","00","ACSSF","0004382",,,,,"06","037",,,,"203600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,24692.31,0.213669715844243
"06037203710","14000US06037203710","Census Tract 2037.10","Census Tract 2037.10, Los Angeles County, California","ca","140","00","ACSSF","0004383",,,,,"06","037",,,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,30025.17,0.108908612703997
"06037203720","14000US06037203720","Census Tract 2037.20","Census Tract 2037.20, Los Angeles County, California","ca","140","00","ACSSF","0004384",,,,,"06","037",,,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072,32850.63,0.123955014463387
"06037203800","14000US06037203800","Census Tract 2038","Census Tract 2038, Los Angeles County, California","ca","140","00","ACSSF","0004385",,,,,"06","037",,,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829,25661.23,0.188182725170927
"06037203900","14000US06037203900","Census Tract 2039","Census Tract 2039, Los Angeles County, California","ca","140","00","ACSSF","0004386",,,,,"06","037",,,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3353,19347.39,0.173305050062008
"06037204110","14000US06037204110","Census Tract 2041.10","Census Tract 2041.10, Los Angeles County, California","ca","140","00","ACSSF","0004387",,,,,"06","037",,,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286,14095.51,0.233123860033328
"06037204120","14000US06037204120","Census Tract 2041.20","Census Tract 2041.20, Los Angeles County, California","ca","140","00","ACSSF","0004388",,,,,"06","037",,,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971,29213.35,0.101700085096919
"06037204200","14000US06037204200","Census Tract 2042","Census Tract 2042, Los Angeles County, California","ca","140","00","ACSSF","0004389",,,,,"06","037",,,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657,31445.96,0.116294747311571
"06037204300","14000US06037204300","Census Tract 2043","Census Tract 2043, Los Angeles County, California","ca","140","00","ACSSF","0004390",,,,,"06","037",,,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,21916,0.248448641460887
"06037204410","14000US06037204410","Census Tract 2044.10","Census Tract 2044.10, Los Angeles County, California","ca","140","00","ACSSF","0004391",,,,,"06","037",,,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,22464.59,0.114624855404735
"06037204420","14000US06037204420","Census Tract 2044.20","Census Tract 2044.20, Los Angeles County, California","ca","140","00","ACSSF","0004392",,,,,"06","037",,,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,27043.89,0.116625250773363
"06037204600","14000US06037204600","Census Tract 2046","Census Tract 2046, Los Angeles County, California","ca","140","00","ACSSF","0004393",,,,,"06","037",,,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080,18730.24,0.217829580677594
"06037204700","14000US06037204700","Census Tract 2047","Census Tract 2047, Los Angeles County, California","ca","140","00","ACSSF","0004394",,,,,"06","037",,,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5510,14114.66,0.390374395557045
"06037204810","14000US06037204810","Census Tract 2048.10","Census Tract 2048.10, Los Angeles County, California","ca","140","00","ACSSF","0004395",,,,,"06","037",,,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277,17756.65,0.297184388499097
"06037204820","14000US06037204820","Census Tract 2048.20","Census Tract 2048.20, Los Angeles County, California","ca","140","00","ACSSF","0004396",,,,,"06","037",,,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,18129.85,0.123608294710246
"06037204910","14000US06037204910","Census Tract 2049.10","Census Tract 2049.10, Los Angeles County, California","ca","140","00","ACSSF","0004397",,,,,"06","037",,,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341,16694.06,0.200131043078192
"06037204920","14000US06037204920","Census Tract 2049.20","Census Tract 2049.20, Los Angeles County, California","ca","140","00","ACSSF","0004398",,,,,"06","037",,,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751,7829.974,0.351342168380703
"06037205110","14000US06037205110","Census Tract 2051.10","Census Tract 2051.10, Los Angeles County, California","ca","140","00","ACSSF","0004399",,,,,"06","037",,,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904,35235.72,0.110796652339702
"06037205120","14000US06037205120","Census Tract 2051.20","Census Tract 2051.20, Los Angeles County, California","ca","140","00","ACSSF","0004400",,,,,"06","037",,,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548,6267.71,0.566075981819221
"06037206010","14000US06037206010","Census Tract 2060.10","Census Tract 2060.10, Los Angeles County, California","ca","140","00","ACSSF","0004401",,,,,"06","037",,,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121,7526.312,0.547545780134889
"06037206020","14000US06037206020","Census Tract 2060.20","Census Tract 2060.20, Los Angeles County, California","ca","140","00","ACSSF","0004402",,,,,"06","037",,,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8947,27480.36,0.325577956345744
