geoid,name,C08301001,"C08301001, Error",C08301002,"C08301002, Error",C08301003,"C08301003, Error",C08301004,"C08301004, Error",C08301005,"C08301005, Error",C08301006,"C08301006, Error",C08301007,"C08301007, Error",C08301008,"C08301008, Error",C08301009,"C08301009, Error",C08301010,"C08301010, Error",C08301011,"C08301011, Error"
16000US0644000,"Los Angeles, CA",2021061,16828,1588832,15822,1409553,14997,179279,8058,136328,6156,26485,2959,16466,2279,177099,7587,68244,5671,56477,4427,130409,5682
